vpop_id,resim_candidate_rank,candidate_id,seed,efast_eval_idx,parameter_block,sample_in_block,Bpbo_perml,Bpbref_perml,Cl_tdb,IL6_tiss_contribution,KBp,KBp2,KBp3,KTrp,KTrp2,KTrp3,Vpb,Vtissue,Vtissue2,Vtissue3,fTap,Trpbo_perml,Trpbref_perml,Cld_tdb,KdrugB,KdrugactT,KmBT_act,Km_tdb,Kptumor,S,Vc_tdb,Vm_tdb,Vp_tdb,Vtumor,fAICD,fBexit,fBkill,fKmTB_kill,fTa0apop,fTa0deact,fTact,fTadeact,fTaprolif,fTrapop,fa0,fapop_v24,fbio_TDB,fdrug,finj,kBapop,kBkill,kBprolif,kBtiss3exit,kTaapop,kTact,kTaexit,kTrexit,kabs_TDB,ndrugactT,nkill,tumor_burden_factor,BT_ratio_tumor_init,kBtumorprolif,kIL6prod,thalfIL6,dummy_null_1,dummy_null_2,dummy_null_3
56,3598,20260503__15016__4__2728,20260503,15016,4,2728,309352.09367968375,499087.88770630606,2.9103088167931936,0.0154038472413107,2.503610730910507,280.6122610756079,101.62660428873768,109.09499315462192,8.079086376892597,123.09233999668686,4050.743262887681,7.686104899667138,58.7451590957021,8.083591166302085,1.521496385782304,1319594.930568311,534183.6189503053,24.94703180567782,3.012485533405916,95.8405796820352,0.4600078426341378,4.944470959188878,0.659387453729734,1.0620502781371952,35.88504813728949,110.00578803771285,118.46997778064298,58.25450491435457,1.114469540897964,0.7626299979364585,0.3927268001794972,2.45355715749115,1.9760594116795152,0.0011969608483884,0.6402648865265147,0.0016887144142149,2.033347691918643,0.1701512414092993,0.0026238167636905,0.9347180546570002,0.2477629172057912,2.8817924948940394,0.5980090088803174,0.02207178992157,125.00241030689608,0.0755862520433372,0.0354532853199771,0.1822853211761652,1.3520389470405887,0.7844169015321277,0.0923376458870704,1.052941214019801,0.919111076568597,1.4048463898375234,1.4593249140929911,4.305421110501745,0.1015358331985504,2.4477974914010714,13.525828111195528,0.7029772578429689,0.0506335078429908,0.9332532109070432
57,3719,20260503__211775__52__2879,20260503,211775,52,2879,448375.03468564624,780027.6355256548,2.732657452937876,0.0012416575613719,78.86705777414905,46.46820698491017,106.09810678874682,23.832299690288643,124.60957943725543,119.77393719994988,45.53746590795704,84.10338412574599,242.54503930938185,2.681003503418158,1.2935721590559035,1870371.3444029188,1311844.885024711,24.221471560613605,3.0314586511724464,116.27945438824082,0.2547799711473095,5.017062712381124,0.3353183080408579,1.24277255361995,35.45281833235878,106.7250778314278,164.32773302310477,5.921837940073758,1.0167435306852908,0.7383350621112793,0.8381806566298015,1.4639462584832923,1.1905671930906854,0.6830921355903621,0.6621679175667604,0.0002758899547506,2.0432180076657134,0.1834470446549864,0.0286201919994661,0.2758811159501243,0.3770521070700742,3.119863003711636,0.1824854568118621,0.0249658424095012,117.90917303245274,0.141082094908886,0.0304457764745486,0.2758496171200165,8.378472550686814,0.1765102953513112,0.0786817439426176,0.3752898751698077,0.9875980981900258,1.7173147444930077,0.5483420534501539,13.292857461847218,0.1261959576074786,3.632368745435576,11.757342891539654,0.6215842409501486,0.6206032590498439,0.2680641965498627
58,3736,20260502__132106__33__1034,20260502,132106,33,1034,364178.3385852953,346854.9835275972,3.661341332392572,0.0053201091354487,392.6350280550191,344.3820552723856,170.1820830088323,20.743321540404608,0.026414337257546,57.75583543336699,273.0610546365694,24.03263142478225,138.61111229244952,133.86917833432068,2.712891627116427,1488123.147312926,785996.8751021827,24.47000681247474,1.5931632195874954,55.11241686048538,0.2806860356536456,5.2193493076352535,0.8598121616679898,1.3657699661266347,36.11272404136149,139.97980857788306,122.6833939842314,2.951061731667392,1.1120536555685936,0.4105111152912017,0.4474587863096617,4.126641964883826,1.9882796245736667,0.5913736543014363,0.944891434304893,0.002493305110917,2.056584630851442,0.1073368053433404,0.0036413696218129,0.3519249153165978,0.1900611991899523,4.224032937750229,0.5521557943916052,0.0279748914718343,107.484930830464,0.1335225073721304,0.0344808767127678,0.0682089235199379,1.0418503956666896,0.3351854714117712,0.1778909511690784,1.2651558189432053,0.9737052955633164,1.6799066472407376,1.2061805534334331,8.351487369256443,0.0421331377025119,1.6062037034659224,7.911884502015501,0.6048546028165844,0.5696983528165919,0.9698524284334312
59,3788,20260503__41589__11__629,20260503,41589,11,629,281142.27502239164,526907.7524271042,2.1960082449218223,0.0075418831428137,32.213989268271305,475.3411875194888,317.32864779414706,166.97351824582373,262.1774992795058,203.98411499739905,389.54143368156457,126.4510655363613,10.83757715316453,52.70625369531812,1.278196802738201,901349.756872006,519822.5272213758,24.346116740750908,2.127811785418138,50.05620070554375,0.2443331672485552,4.949320557607365,0.3684591516291176,1.170593212288721,36.56570229468482,135.54721501302242,167.5991103213368,50.644065457647045,1.3452215274812604,0.9308611369108344,0.3031936450857285,5.271745904054305,1.2739372291944728,0.0336660010656921,0.2701584455512105,0.0014808660963909,2.0166368887565125,0.1083282594278206,0.0154130964911756,0.1296080307218133,0.3496398184330909,1.8868653035811505,0.6246311748372684,0.0255538928072181,262.3368903566371,0.379766929762808,0.0385645460370601,0.4805810531926301,3.642855711012156,0.6658646113738084,0.1343933514107642,0.8302675069894498,0.8279846438556347,1.396893339232684,0.5729674057218097,6.602058004470076,0.0428787046082743,1.1279518241044824,24.397678592752687,0.258514280721827,0.7116392807218319,0.4714049057218826
60,3789,20260504__34361__9__1593,20260504,34361,9,1593,255391.0646975013,331417.12214485265,1.9366355121112475,0.0020538827897236,16.74693564033316,57.37223452309911,255.442127391228,194.2822436754876,1.5552616248366715,349.10416195314133,3693.348663803252,171.9182830094409,75.81992911162493,91.27168666957918,1.9620642924355784,1016047.2228440169,750262.552102632,24.416211181669546,1.526068103157552,56.5504873201255,0.1309433848762828,4.870386571643193,0.1434396222939031,1.1391565088339577,36.00862146431112,119.29982468199697,159.60085435172823,35.9052160374545,1.4951753997261912,0.9917023257040792,0.6149325442100808,6.204884873214782,1.5848894187454905,0.0541589123161803,0.4113048405615482,0.0018152311395755,2.015295400159001,0.1148202477915103,0.0029525599290193,0.0666412720848944,0.1712347632509382,1.6850766929769765,0.3163989416250453,0.0249632877208489,55.53009160689448,0.3266365426795599,0.0402291477429338,0.4279327243933125,7.059755626188256,0.7443959710455907,0.3278549328212311,0.9020147190811404,0.8851092455830213,1.4448572610113857,0.7107024779150997,7.608032929613691,0.000621190812736,1.00062042914243,10.02802928545082,0.2150787720848911,0.4338287720849029,0.4299225220848981
61,3808,20260503__240342__59__2774,20260503,240342,59,2774,617513.3461017554,511000.0287290402,3.5399872386222,0.0028023380809848,108.07173789228268,21.493325783608853,305.2260387738488,17.602339476043586,30.72550969788659,138.80401163347796,1442.885790944092,29.745044281386,95.34716830880944,12.5686411510095,2.812462561711486,857652.7756673612,1509012.4644843198,24.47806810261504,6.856253084812347,78.27730589396722,0.5153320185400373,5.068332904668955,0.6399537471416372,1.1267868679771225,36.546941015626814,63.36696190287599,166.30641989560496,3.644758142722845,1.4498847970071764,0.4445602048000133,0.8380447409425129,1.756715951928579,1.959218949922041,0.0047852586400828,0.9452710882797684,0.0010428436622139,2.1036114409235624,0.1190502326192795,0.4878181993710341,0.172435919942809,0.5918404582156783,1.331314756881555,0.929681860807754,0.021363031074428,208.114921059688,0.0683100184161576,0.0402542169943708,0.075309443821591,8.076947603299349,0.1460923384941916,0.7244804480563809,0.0896524754199226,0.9756004652385616,1.071729857135592,1.359935919942822,4.348753626713016,0.1262804270539226,1.0263037359847604,64.72273442350124,0.8238031074428135,0.0082281425571612,0.8057367011928094
62,3902,20260504__232993__57__3617,20260504,232993,57,3617,455573.6789350003,383090.2735003884,3.164279141885831,0.0063753004770056,15.364094034483118,5.868334262981211,246.6880428461086,98.74845940918466,0.8510025944470678,87.97274740891574,901.7467171772932,96.1271424012545,7.628370773115695,3.783776333913433,2.45542575357464,1518865.0551530945,766180.5470007958,24.321788865298487,5.5111504910559015,116.68886591150786,0.1723824340151287,4.888595587942803,0.4575378969488742,1.3455987396151832,35.436773108712416,25.520168003960123,158.88756750843766,61.72963344115279,1.106421691028146,0.3672889781582112,0.6331357680673194,8.443001161869438,1.1863528358303386,0.0014915384481935,0.793055478070746,0.0047887342451896,2.0160725840019778,0.1026628150962062,0.2359622927269136,0.9889968490379402,0.0722268905772519,1.0086046969930325,0.7856820822772389,0.0297975315096205,1.6498323168880489,0.0549646840910911,0.0401914653394171,0.4486631637640773,1.14141098432508,0.1415768884185644,0.8771906321403714,1.2841544113468146,0.8053256301924074,1.1227158091139309,1.488996849037929,56.85604772511266,0.0053807773556958,1.012272015310251,7.548758602756664,0.9797531509620664,0.8547531509620737,0.0358718490379722
63,3921,20260502__41632__11__672,20260502,41632,11,672,251075.75213529664,593937.1218490474,3.124704376653733,0.0093627594258944,340.8293353075682,4.529910358884963,116.30042149268732,7.953318037857088,0.3491263757386201,400.3666874367253,3117.756232957795,127.03633361517689,23.46785436812082,36.298580182073536,1.058951754441751,505669.3801673,1169523.7613487758,24.63620357601901,6.889129379927652,119.5508622966748,0.1627412947312397,5.032687296914306,0.1313606609631222,1.1084654846778408,36.58821828181637,178.28944125425525,144.1416757421811,15.079109731666192,1.0158572318997163,0.3401664264574814,0.3996962907434755,3.551898826535069,1.8441861309082253,0.435657889916705,0.3578043641273451,0.001549454879027,2.0329874940646286,0.1259933242944587,0.2592267832773695,0.8297574616945853,0.3294892729832366,3.043605978511238,0.1048758347174686,0.0203059410080541,27.580446394796773,0.2074898038806957,0.0392364374526094,0.3974967495882621,1.8527576665910963,0.2410771767082744,0.1140805118189933,0.3481838838724525,0.9739593048389186,1.8234267641351023,1.0603792570554091,24.993864539459608,0.0014167442541883,1.116699474451584,31.512571143787373,0.5279996491945643,0.8509066008054154,0.9021761320554378
64,4177,20260504__34564__9__1796,20260504,34564,9,1796,280770.29839048407,876059.1996880672,1.5317786302610057,0.0196396407405368,2.2083274995987203,307.0100248213368,98.79002681153332,139.99244993788756,220.6023679752884,103.66437019298893,1146.929367330182,28.886764916467257,35.328543711886546,24.829939437432014,1.929218855189179,1176013.7724239572,864257.1530570013,24.765151611357044,2.37414554768138,115.43964649981348,0.1466699848460096,5.638900537731812,0.0663563678115114,1.393062758833956,35.0100113481889,187.10255905699643,116.71017592170972,36.72173305080723,1.10229237371131,0.705197984405324,0.2022634085281595,3.821785180734553,1.413729262495501,0.0279579837101086,0.5042549577410641,0.0019103547979244,2.064258290784002,0.1281973303334888,0.0987902488513848,0.181875647084886,0.4838433617490668,1.163692731502933,0.8063122523063562,0.020183196654151,265.1717603624681,0.0683425873627462,0.0398263157116838,0.0965992815586219,6.12670682390116,0.2398130658182029,0.3860816469697467,0.5861944065811608,0.9186016919169776,1.5318001321051495,0.9929108033348858,25.543167142353827,0.0589219720627326,6.669139366662128,12.67591199661054,0.8191009154151127,0.1926178345848898,0.9191985716651144
65,4250,20260504__90080__22__4064,20260504,90080,22,4064,278093.2693236255,332506.2197962005,3.4456630107953266,0.0030627740556826,70.0539078476017,124.0378300304644,75.77981492225244,1.1864033474191014,87.14089962333608,249.76999374200167,345.32175656776815,49.541358507999,5.340733222849733,2.551439295437563,3.744554639015004,1685978.1388279567,725201.2076940936,24.49962027909111,3.3111909185181108,76.34261032226141,0.4985122816734643,5.028701927797343,0.8480531892647619,1.0360015840499297,35.38966017402218,134.84689482853906,142.18969962744058,18.86735605251873,1.3810806009945462,0.3669218550888333,0.1098215461842297,6.520680405217548,1.6984090115078048,0.0239275702035413,0.5652959369264428,0.0013322067618757,2.0145787208517665,0.1992515571125164,0.2354579392169588,0.2814102101248271,0.246189876074895,2.2803042757512246,0.2068986984467092,0.0282926177262484,217.55871165569067,0.0656502150078966,0.0325530318426227,0.22616433139967,3.09213427998696,0.4812962562085484,0.5053975975668239,0.1050491433252645,0.8107742295249691,1.806479369454817,1.1722030711251634,16.48953422364013,0.0902584065187241,1.9510384010147035,7.423374222121589,0.9793319773751517,0.8504257273751896,0.2945938038748399
66,4302,20260504__130660__32__3684,20260504,130660,32,3684,393488.6426771669,271503.6689926248,3.947599409534271,0.0016922779171032,258.0588335973868,163.67187351367647,146.65143983514218,123.39775180509402,0.0300146129399511,111.0711271155887,383.7641528886764,9.238863522339818,215.19509019022115,23.76692884009622,2.4513457351581427,1835373.379981248,704193.3943650171,24.696004656201666,1.883840946442622,66.45848945639622,0.3318975887437508,4.958250667602252,0.893349101135032,1.2603709676437764,35.95075349086023,195.22018402380212,116.72201366224871,9.666172402129495,1.160190126516152,0.3574382518653317,0.5630368167355406,6.700749183905038,1.370730586947523,0.2908852158465134,0.749542090857321,0.0019650894669527,2.082652084199399,0.1035204762859463,0.0139296257734404,0.4634274191094458,0.0460252014656676,5.222218751108424,0.3198389310946984,0.0268012726839055,189.03901542474844,0.0972041803698174,0.0370248569835458,0.0883936531112649,1.6173922868104815,0.4366108387593893,0.0884244547970364,1.3541313007467708,0.92920892132189,1.551460609487702,1.4257327371404953,5.574460418254593,0.0746265121335877,2.3110904417081493,6.231624652580822,0.7456539816095243,0.3589352316095245,0.8261233621405656
67,4456,20260503__163467__40__3723,20260503,163467,40,3723,565948.5920526504,836902.8601676909,2.7914561499615296,0.0182118324018453,13.29706194581362,358.40165787077075,113.25206938019966,158.32356721836726,0.1134615794112427,256.7055231186238,55.25420475060678,54.97859904664282,1.2525346556270058,22.567410420062885,1.2076250608332149,866923.9179763778,703748.6150306107,24.412772060513245,2.663385825634097,65.05594603046536,0.2451635963240169,4.821841841780726,0.2676715606399319,1.0083920416201206,36.18287192895952,26.600125808661,158.81014236032115,2.88355977178348,1.4341390257754996,0.4810231115375311,0.9506296462762616,2.7475705584296586,1.9349288911602724,0.0426897021450027,0.7716446562646017,0.0032396661452514,2.07510228084567,0.1752425416550276,0.0561608238698656,0.545394166550295,0.5141505624301793,2.5244269177044742,0.9149761874300764,0.0239503552094972,190.0441713718953,0.1076390520489117,0.0391256641679467,0.0902222462577416,5.2438471211688364,0.1459256050310581,0.3083597803885073,0.0321065206704093,0.9032258541899352,1.1509849303034208,0.91163708344969,8.012937415370178,0.0460717343924555,2.4297897382636475,9.520802378934206,0.4409019790503089,0.0981605209497317,0.545394166550295
68,4538,20260502__212900__52__4004,20260502,212900,52,4004,394050.6300946904,652032.3336574201,1.7054236297091092,0.0024518800807489,2.3858085664614963,4.509455435911236,136.14660780301418,1.0472290356644736,7.394554988656051,83.09438401825915,2016.3352828442708,32.19418900268521,314.87627921486643,67.03092427231856,2.64335172609986,1752442.853540015,1005571.3234824592,24.889849833980005,2.285393385393532,101.19398774206093,0.1098994858120036,5.143009583720372,0.0857535488686809,1.0732827701409724,35.72642096974768,9.501928700282336,150.3751084010057,3.513140544844614,1.4294857088811006,0.5776170825065458,0.8087537368715546,5.35676321461834,1.692704946777882,0.7426588832476805,0.4676571744838498,0.0040752143142621,2.0237158325248568,0.1587015519102435,0.0020479744355217,0.3589881753524093,0.1393922510385343,1.2747785345077,0.2886341821811538,0.0209706651214756,47.79487126812309,0.1179150356968554,0.0400804269461231,0.1952916080764229,7.065186193048121,0.6321562091206634,0.3150499307820614,0.7176313982566308,0.9981648225704804,1.4157286000866698,1.262796769102449,6.686075114677295,0.0802154138028635,1.1609168800824072,13.253753029034028,0.2845665121475681,0.0787147378524454,0.5125938558975934
